,history,response,speaker,knowledge_base,dialogue_id,corrupted_response,corrupt_entity,original_entity,hallucination_tags,corrupt_relation,corrupt_history
13262,"['Can you recommend any movies that are related to The Dark Knight ?', 'Should I select based on the writer of The Dark Knight ?', 'sure , you can do that', 'What of The Prestige ? I hear its a very good movie', ""Who 's in it and what genre ?""]","It 's a Thriller , staring Michael Caine and Christian Bale . Is this what you had in mind ?",assistant,"{'paths': [['The Prestige', 'starred_actors', 'Michael Caine']], 'render': 'The Prestige is starring Michael Caine'}",6353,"it 's a yankee , staring the the graveyard book and genre . is this what you had in mind ?","['the The Graveyard Book', 'Yankee', 'Genre']","['Christian Bale', 'Thriller', 'Michael Caine']","['O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['Can you recommend any movies that are related to The Dark Knight ?', 'Should I select based on the writer of The Dark Knight ?', 'sure , you can do that', 'What of The Prestige ? I hear its a very good movie', ""Who 's in it and what genre ?""]"
4580,"['What do you think about Eminem ?', 'Great actor and musician . I love him .']","I agree , I loved him in The Wash did you see it ?",user,"{'paths': [['The Wash (Comedy)', 'starred_actors', 'Eminem']], 'render': 'The Wash (Comedy) is starring Eminem'}",4854,"i agree , i loved him in the sci - fi did you see it ?",['Sci - Fi'],['Wash'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O']",,
17073,"['Do you know Mhairi Calvey ?', 'Mhairi Calvey starred in Braveheart .   That is a good movie', 'I heard it was written Randall Wallace and it is a war movie . Can you tell me more', 'Angus Macfadyen stars in Braveheart has genre Biography and action .   Do you like action films ?']","Yes I do . Brave heart take place in a Historical period , right ?",user,"{'paths': [['Braveheart', 'has_genre', 'Historical period drama']], 'render': 'Braveheart has genre Historical period drama'}",4328,"yes i do . brave heart take place in a historical period , right ?",[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
7571,"['I like war movies , Tell me about the Deer Hunter please', 'Sure , Deer Hunter is written by Quinn K. Redeker . There is also a movie by Michael Cimino starring Robert De Niro .', 'What year was Deer Hunter released ?']","Deer Hunger was released in 1978 , the same year as The Wiz .",assistant,"{'paths': [['1978', '~release_year', 'The Wiz'], ['The Wiz', 'starred_actors', 'Theresa Merritt']], 'render': '1978 was the year that released The Wiz. The Wiz is starring Theresa Merritt'}",4742,"deer hunger was released in 1978 , the same year as adventure .",['Adventure'],['The Wiz'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O']",['has_genre'],
708,"['what do you think about coldplay ?', 'I like Coldplay a lot , they have been around a long time , what can I tell you about the group ?', 'who is the main singer ?']","Chris Martin is the main singer , Johhy Buckland is also in the band .",assistant,"{'paths': [['Coldplay', '~Member of', 'Chris Martin']], 'render': 'Coldplay : `~Member of`: Chris Martin'}",4896,"patriot games is the main singer , johhy buckland is also in the band .",['Patriot Games'],['Chris Martin'],"['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Country of nationality'],"['what do you think about coldplay ?', 'I like Coldplay a lot , they have been around a long time , what can I tell you about the group ?', 'who is the main singer ?']"
18415,['Do you like the X - Men movies ? I am not sure how I feel about them .'],"I loved them in the nineties , but personally hate their movies . Only X - Men First Class was worth it to me .",assistant,"{'paths': [['X-Men', 'has_genre', 'Sci-Fi']], 'render': 'X-Men has genre Sci-Fi'}",4274,"i loved them in the nineties , but personally hate their movies . only x - men first class was worth it to me .",[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],
15240,['Do you have any book recommendations from Nina Auerbach ?'],Nina Auerbach wrote a book called   Dracula,assistant,"{'paths': [['Nina Auerbach', '~written_by', 'Dracula']], 'render': 'Nina Auerbach wrote Dracula'}",4222,nina auerbach wrote a book called   dracula,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
12079,"['what do you think about the denver broncos ?', ""they 're a pretty good football team .   did you know they are coached by john fox and their mascot is the miles ."", 'Did not know that I though he coached Carolina Panthers .   I do know he played defensive back in his day .']",He coached both I think .   He coached the Carolina Panthers in 2008 NFL Season .,assistant,"{'paths': [['Carolina Panthers', '~Team coached', 'John Fox']], 'render': 'Carolina Panthers : `~Team coached`: John Fox'}",4517,he coached both i think .   he coached 2014 in science fiction nfl con air .,"['Con Air', 'Science Fiction', '2014']","['2008', 'the Carolina Panthers', 'Season']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O']",['Coaching history'],"['what do you think about the denver broncos ?', ""they 're a pretty good football team .   did you know they are coached by john fox and their mascot is the miles ."", 'Did not know that I though he coached Carolina Panthers .   I do know he played defensive back in his day .']"
11338,['Could you let me know something about this book   The Notebook ?'],It 's a romance novel written by Nicholas Sparks . Do you like romance ?,assistant,"{'paths': [['The Notebook', 'has_genre', 'Romance novel']], 'render': 'The Notebook has genre Romance novel'}",5031,it 's a island of the sequined love nun written by nicholas sparks . do you like romance ?,['Island of the Sequined Love Nun'],['Romance novel'],"['O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['has_genre'],['Could you let me know something about this book   The Notebook ?']
24265,['What do you think about the Carolina Panthers ?'],I like them well enough . Their coach is John Fox right ?,assistant,"{'paths': [['Carolina Panthers', '~Team coached', 'John Fox']], 'render': 'Carolina Panthers : `~Team coached`: John Fox'}",4220,i like them well enough . their coach is john fox right ?,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Gender'],['What do you think about the Carolina Panthers ?']
11268,['Do you have any general information on the book Atonement ?'],The Atonement was written by Christopher Hampton . Ian McEwan and Anthony Minghella starred in the film . Are you interested in more War films ?,assistant,"{'paths': [['Atonement', 'written_by', 'Christopher Hampton']], 'render': 'Atonement is written by Christopher Hampton'}",4979,the atonement was written by academy award for best writing adapted screenplay . ian mcewan and anthony minghella starred in the film . are you interested in more war films ?,['Academy Award for Best Writing Adapted Screenplay'],['Christopher Hampton'],"['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['written_by'],['Do you have any general information on the book Atonement ?']
7032,"['I like Michael Berryman .   Can you make a recommendation ?', 'Michael Berryman starred in Weird Science and The Hills Have Eyes Part II', 'I heard of them .   Who else was in Weird Science ?', 'Robert Downey Jr. was also In Weird Science , and he starred in Two Girls and a Guy']",Is Two Girls and a Guy a Romance ?,user,"{'paths': [['Two Girls and a Guy', 'has_genre', 'Romantic comedy']], 'render': 'Two Girls and a Guy has genre Romantic comedy'}",4372,is romantic comedy a romance ?,['Romantic comedy'],['Two Girls and a Guy'],"['O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O']",['has_genre'],
13941,"['What can you tell me about Paul Sorvino', 'He has starred in several movies such as Nixon and Mr. 3000 .', 'Who all starred in Mr. 3000', 'Tom Arnold and Larry King were also in Mr. 3000 . Do you like Tom Arnold ?', 'I do , what can you tell me about Tom Arnold ?', 'He has starred in The Pool Boys and The Great Buck Howard . That movie also starred Tom Hanks .']",Who else starred in The Pool Boys ?,user,"{'paths': [['The Pool Boys', 'starred_actors', 'Tom Arnold']], 'render': 'The Pool Boys is starring Tom Arnold'}",4278,who else starred in the pool boys ?,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['what can you tell me about paul sorvino', 'he has starred in several movies such as 49ers and mr. timberwolfs .', 'who all starred in mr. 3000', '1 and two were also in mr. stephen root . do you like 1 ?', 'I do , what can you tell me about Tom Arnold ?', 'he has starred in zoe kravitz and nicholas sparks . that movie also starred the good earth .']"
9990,"[""Could you recommend a movie similar to The Devil 's Advocate ?"", ""Did you enjoy The Devil 's Advocate because it stars Keanu Reeves or Jeffrey Jones ?"", ""I like it because of Jeffrey Jones .   I saw him in Without a Clue , too , and he 's really good .  "", ""He 's also starred in The Crucible and Hemingway & Gellhorn . Have you seen either of these ?"", ""Actually , I have n't seen The Crucible .   Who else stars in it ?""]",It is a drama film that also stars Rob Campbell and Peter Vaughan,assistant,"{'paths': [['Jeffrey Jones', '~starred_actors', 'The Crucible (Drama Film) #6'], ['The Crucible (Drama Film) #6', 'starred_actors', 'Peter Vaughan']], 'render': 'Jeffrey Jones starred in The Crucible (Drama Film) #6. The Crucible (Drama Film) #6 is starring Peter Vaughan'}",6299,it is a drama film that also stars rob campbell and jeffrey jones,['Jeffrey Jones'],['Peter Vaughan'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC']",['starred_actors'],
10581,['I really like Lea Thompson .   Could you recommend any movies that she was in ?'],"Yes ! She was in The Wild Life , The Little Rascals , The Dog Lover and many more . Seems like there are a lot of comedy she is in . Do you like comedy movies ?",assistant,"{'paths': [['Lea Thompson', '~starred_actors', 'The Wild Life']], 'render': 'Lea Thompson starred in The Wild Life'}",4470,"yes ! she was in hart bochner , the little rascals , the dog lover and many more . seems like there are a lot of comedy she is in . do you like comedy movies ?",['Hart Bochner'],['The Wild Life'],"['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],['I really like Lea Thompson .   Could you recommend any movies that she was in ?']
4919,"['Do you have any idea about the books written by   Nicholas Sparks and do you recommend any of his works for some good reading ?', 'NIcholas Sparks was a very active writer . He wrote Two by Two , Three Weeks with My Brother and The Wedding .', 'Great suggestions ! Thanks ! By the way could you let me know when the book Two by Two was released and was it in the English language ?', 'Two by Tow was released in 2016 in the English Language . Are you looking for a specific genre ?', 'Not really , I am more interested in knowing about Nicholas Sparks and his works . By the way did he also contribute to films and what were his   contributions to films ?', 'Nicholas Sparks writings did go to film , like The Notebook and The Last Song . Beautiful movies .', 'Really ? Thanks for all the information you gave me . Was he also a Screenwriter and a Film Producer as well ?']",I do n't have that information about him . I 'm sure Nicholas Sparks contributions to films attracted many notable Film producers like Tony Hendra and the like .,assistant,"{'paths': [['Film Producer', '~is-a', 'Tony Hendra']], 'render': 'Film Producer has example: Tony Hendra'}",5071,i do n't have that information about him . i 'm sure the new england patriots contributions to films attracted many notable film producers like celtics and the like .,"['the New England Patriots', 'Celtics']","['Tony Hendra', 'Nicholas Sparks']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O']",,
17752,"['I like the Dark Knight , what others are out there like it ?']",Do you crime fiction ?,assistant,"{'paths': [['The Dark Knight', 'has_genre', 'Crime Fiction']], 'render': 'The Dark Knight has genre Crime Fiction'}",4498,do you crime fiction ?,[],[],"['O', 'O', 'O', 'O', 'O']",,
10579,"['I think Michael Jackson was one of the greatest artists of our time .', 'Yes Michael Jackson write Dirty Diana , one of my favorite songs .   Did you know he starred in Men in Black II']","No - No way . I did n't know that ! I love Will Smith , not only in the Men In Black Franchise but he 's done a lot of other great movies !",user,"{'paths': [['Men in Black II', 'starred_actors', 'Will Smith']], 'render': 'Men in Black II is starring Will Smith'}",4469,"no - no way . i did n't know that ! i love the fresh prince of bel-air , not only in the men in black franchise but he 's done a lot of other great movies !",['The Fresh Prince of Bel-Air'],['Will Smith'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['I think Michael Jackson was one of the greatest artists of our time .', 'Yes Michael Jackson write Dirty Diana , one of my favorite songs .   Did you know he starred in Men in Black II']"
225,['Can you recommend anything by P.C. Cast ?'],Sure can ! I recommend A House of Night Novel by P.C. Cast .,assistant,"{'paths': [['P.C. Cast', '~written_by', 'Untamed: A House of Night Novel']], 'render': 'P.C. Cast wrote Untamed: A House of Night Novel'}",4419,sure can ! i recommend a house of night novel by steven knight .,['Steven Knight'],['P.C. Cast'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O']",['written_by'],['can you recommend anything by p.c. cast ?']
13427,['Do you like the novelist Truman Capote ?'],Yes ! Thuman Capote is one of my favorite novelists . He wrote in Cold Blood .,assistant,"{'paths': [['Truman Capote', '~written_by', 'In Cold Blood'], ['In Cold Blood', 'has_genre', 'Film adaptation']], 'render': 'Truman Capote wrote In Cold Blood. In Cold Blood has genre Film adaptation'}",6591,yes ! berkeley is salem of my favorite novelists . he wrote in chelsea .,"['Salem', 'Chelsea', 'Berkeley']","['one', 'Cold Blood', 'Thuman Capote']","['O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O']",['release_year'],['Do you like the novelist Truman Capote ?']
12691,['Do you know who is McG ?'],"He has directed many movies , including We Are Marshall and This Means War .",assistant,"{'paths': [['McG', '~directed_by', 'We Are Marshall']], 'render': 'McG directed We Are Marshall'}",5485,"he has directed many movies , including we are the tenth circle and ma long .","['Ma Long', 'The Tenth Circle']","['This Means War', 'Marshall']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O']",['release_year'],['Do you know who is McG ?']
19016,"['what do you think about Golden State Warriors ?', ""I 'm not a huge basketball fan but I do know that they are located in Oakland . Are you a fan ?"", ""It 's my hometown team so kind of but I really love the Los Angeles Lakers ."", ""Are n't the Lakers coached by Mike D'Antoni ?""]",I think so . I heard he used to play basketball himself for the Hoosiers .,user,"{'paths': [[""Mike D'Antoni"", 'Sport played', 'Basketball'], ['Basketball', '~Subject', 'Hoosiers']], 'render': ""Mike D'Antoni : `Sport played`: Basketball. Basketball : `~Subject`: Hoosiers""}",4412,i think so . i heard he used to play basketball himself for the hoosiers .,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
6043,"['Could you recommend a good book by Nicholas Sparks ?', 'I sure can . He is known for Two By Two and True Believer among others . Would either of those interest you ?', ""I have n't heard of Two By Two . When was that one released ?"", 'The book was released in 2016 . That was the same year that The Two - Family House was released .']",Oh okay . Were there any other books by Nicholas Sparks ?,user,"{'paths': [['Two By Two', 'written_by', 'Nicholas Sparks'], ['Nicholas Sparks', '~written_by', 'A Walk to Remember']], 'render': 'Two By Two is written by Nicholas Sparks. Nicholas Sparks wrote A Walk to Remember'}",4848,oh okay . were there any other books by safe haven (thriller film) ?,['Safe Haven (Thriller Film)'],['Nicholas Sparks'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['Film Executive Produced'],
1792,['Could you recommend any movies that Guillermo del Toro directed ? I really like his work .'],Excellent choice ! He wrote Pan 's Labyrinth and   Do n't Be Afraid of the Dark . He always creates an amazing atmosphere in his movies . Care to watch it ?,assistant,"{'paths': [['Guillermo del Toro', '~written_by', ""Pan's Labyrinth""], [""Pan's Labyrinth"", 'starred_actors', 'Álex Angulo']], 'render': ""Guillermo del Toro wrote Pan's Labyrinth. Pan's Labyrinth is starring Álex Angulo""}",4334,excellent choice ! he wrote california 's russ tamblyn and   do n't be afraid of the dark . he always creates an amazing atmosphere in his movies . care to watch it ?,"['Russ Tamblyn', 'California']","['Pan', 'Labyrinth']","['O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
16163,"[""Do you like the book , Emma ? I ca n't remember who wrote it , can you tell me , please ?"", 'Jane Austen wrote the book Emma']","Jane Austen , the same one who wrote Sense and Sensibility ? I 'm a big fan of hers . Do you have any other titles available by her ?",user,"{'paths': [['Jane Austen', '~written_by', 'Sense and Sensibility']], 'render': 'Jane Austen wrote Sense and Sensibility'}",4411,"jane austen , the same one who wrote sense and sensibility ? i 'm a big fan of hers . do you have any other titles available by her ?",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
2609,['Could you recommend any book that was written by Jack Kerouac ?'],"Yes , I have personally read On the Road , and its a chaotic and exciting book .   He wrote that and Desolation Angels , and he wrote The Dharma Bums .   Are you interested in the beatnik generation ?",assistant,"{'paths': [['Jack Kerouac', '~written_by', 'On the Road']], 'render': 'Jack Kerouac wrote On the Road'}",5607,"yes , i have personally read on the road , and its a chaotic and exciting book .   he wrote that and stephen king , and he wrote non - classical .   are you interested in the beatnik generation ?","['Non - Classical', 'Stephen King']","['The Dharma Bums', 'Desolation Angels']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
8990,['Do you like Pierre Coffin ?'],Was he the one who starred in Despicable Me 2 . He 's a great voice actor .,assistant,"{'paths': [['Pierre Coffin', '~starred_actors', 'Despicable Me 2'], ['Despicable Me 2', 'written_by', 'Ken Daurio']], 'render': 'Pierre Coffin starred in Despicable Me 2. Despicable Me 2 is written by Ken Daurio'}",4865,was he the one who starred in pierre coffin . he 's a great voice actor .,['Pierre Coffin'],['Despicable Me 2'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Sequel'],
17953,"['DO you know the author Margaret Atwood ?', ""Margaret Atwood us a wonderful author ! I think you 'd really enjoy her work . She 's written The Year of the Flood and The Robber Bride . Have you read them ?""]","No , I have not . Do you know the genre of these books ? They both sound great .",user,"{'paths': [['The Year of the Flood', 'written_by', 'Margaret Atwood']], 'render': 'The Year of the Flood is written by Margaret Atwood'}",4552,"no , i have not . do you know the genre of these books ? they both sound great .",[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
9352,['Do you know Marco Reus ?'],yes he s a great midfielder . do you like him ?,assistant,"{'paths': [['Marco Reus', 'Position(s)', 'Midfielder']], 'render': 'Marco Reus : `Position(s)`: Midfielder'}",5399,yes he s a great marco reus . do you like him ?,['Marco Reus'],['Midfielder'],"['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O']",['Sport'],
8188,"['I loved Marley & Me , can you recommend a similar book ?']",Marley & me was written by author John Grogan and released in 2005 . Do you like the book because it 's a Autobiographical novel ?,assistant,"{'paths': [[""Marley & Me: Life and Love with the World's Worst Dog"", 'written_by', 'John Grogan']], 'render': ""Marley & Me: Life and Love with the World's Worst Dog is written by John Grogan""}",5200,marley & me was written by author marley & me and released in 2005 . do you like the book because it 's a autobiographical novel ?,['Marley & Me'],['John Grogan'],"['B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],
8828,"['I like Real Steel .   Can you recommend something like it ?', 'I like it as well I am checking for you to see ,', 'Can you find something in the same genre ?', 'I found The Inkwell , The Horse Whisperer and The Help .    All great movies have you seen them ?', 'I heard of The Help .   Can you tell me more about it ?', 'It was produced by Tate Taylor and released in 2011 .   It was such a touching movie .', 'Who stars in it ?']","Sissy Spacek , Mike Vogel , Mike Vogel and Mary Steenburgen to name a few .",assistant,"{'paths': [['The Help', 'starred_actors', 'Sissy Spacek']], 'render': 'The Help is starring Sissy Spacek'}",4655,"the help , mike vogel , mike vogel and mary steenburgen to name a few .",['The Help'],['Sissy Spacek'],"['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],
10987,"['Could you recommend any movies directed by Clint Eastwood ?', 'Certainly !   Million Dollar Baby was directed by him .   He also starred in it .   Great movie !  ', 'What year was that released ?']","It was released in 2004 .   It also starred Mike Colter , Riki Lindhome , and Hilary Swank .",assistant,"{'paths': [['Clint Eastwood', '~starred_actors', 'Million Dollar Baby'], ['Million Dollar Baby', 'starred_actors', 'Mike Colter']], 'render': 'Clint Eastwood starred in Million Dollar Baby. Million Dollar Baby is starring Mike Colter'}",4760,"it was released in 2004 .   it also starred columbia (united states of america) #1 , riki lindhome , and hilary swank .",['Columbia (United States of America) #1'],['Mike Colter'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],"['Could you recommend any movies directed by Clint Eastwood ?', 'Certainly !   Million Dollar Baby was directed by him .   He also starred in it .   Great movie !  ', 'What year was that released ?']"
6675,['Can you recommend authors related to Art Spiegelman ?'],Spiegelman was influenced by Maurice Sendak who wrote Where the Wild Things Are .   Do you like that book ?,assistant,"{'paths': [['Art Spiegelman', 'Influenced By', 'Maurice Sendak']], 'render': 'Art Spiegelman : `Influenced By`: Maurice Sendak'}",5323,spiegelman was influenced by little bear who wrote where the wild things are .   do you like that book ?,['Little Bear'],['Maurice Sendak'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['TV program produced'],
6478,"['Do you like The Book Thief ?', 'Yes I do . Did you know it was written by Markus Zusak and is Young - Adult Fiction ?']",I think I know him . Did n't he write the Messenger ?,user,"{'paths': [['Markus Zusak', '~written_by', 'The Messenger']], 'render': 'Markus Zusak wrote The Messenger'}",5183,i think i know him . did n't he write united states of america ?,['United States of America'],['The Messenger'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['Country of origin'],
217,"['I really like Jean M. Auel .   Can you recommend any more books by this author ?', 'Have you heard of The Valley of Horses ?', 'No I have not .   Can you tell me more about it ?   What genre and year it was released ?', 'Historical Fiction , Speculative fiction , Alternate history , 1982', ""That 's cool .   What others books were written by Jean Auel ?"", 'Have you heard of The Clan of the Cave Bear ?']",Yes I believe that I have heard of that book .   I like more fantasy books like the Mammoth Hunters .   When was that book released ?,user,"{'paths': [['The Valley of Horses', 'Next in series', 'The Mammoth Hunters'], ['The Mammoth Hunters', 'has_genre', 'Fantasy']], 'render': 'The Valley of Horses : `Next in series`: The Mammoth Hunters. The Mammoth Hunters has genre Fantasy'}",4408,yes i believe that i have heard of that book .   i like more fantasy books like psychopaths .   when was that book released ?,['Psychopaths'],['The Mammoth Hunters'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,"['i really like jean m. auel .   can you recommend any more books by this author ?', 'Have you heard of The Valley of Horses ?', 'No I have not .   Can you tell me more about it ?   What genre and year it was released ?', 'Historical Fiction , Speculative fiction , Alternate history , 1982', ""That 's cool .   What others books were written by Jean Auel ?"", 'Have you heard of The Clan of the Cave Bear ?']"
6658,"[""I like Michael O'Neill .   Can you recommend anything for me ?"", ""I sure can , Michael O'Neill starred in Transformers""]",Was that a Michael Bay film ?,user,"{'paths': [['Transformers', 'directed_by', 'Michael Bay']], 'render': 'Transformers is directed by Michael Bay'}",5313,was that a platinum dunes film ?,['Platinum Dunes'],['Michael Bay'],"['O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O']",['Organization founded'],
2387,"[""I might like Cat 's Cradle . Who is the author ?"", ""Cat 's Cradle is written by Kurt Vonnegut Jr. Do you like Science Fiction ?"", 'Yes , actually I do . Could you please recommend more books from this author ? Maybe mythology based ?']",The Sirens of Titan is good one you might enjoy . It was released in 1959 .,assistant,"{'paths': [['The Sirens of Titan', 'written_by', 'Kurt Vonnegut Jr.']], 'render': 'The Sirens of Titan is written by Kurt Vonnegut Jr.'}",5222,the sirens of what year is good one you might enjoy . it was released in tacoma .,"['What year', 'Tacoma']","['1959', 'Titan']","['O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O']",,
25404,"['Do you have Unbroken : A World War II Story if Survival , Resilience , and Redemption ?', 'You would have to purchase that , would you like me to tell you more about this book ?', 'Of course . What is the Genre ? When was it released ? Who is the Author ?', 'It is a war story written by Laura Hillenbrand and released as a movie in 2010 .']",What else was Laura Hillenbrand know for writing ?,user,"{'paths': [['Laura Hillenbrand', '~written_by', 'Seabiscuit']], 'render': 'Laura Hillenbrand wrote Seabiscuit'}",4454,what else was laura hillenbrand know for writing ?,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['written_by'],"['Do you have Unbroken : A World War II Story if Survival , Resilience , and Redemption ?', 'You would have to purchase that , would you like me to tell you more about this book ?', 'Of course . What is the Genre ? When was it released ? Who is the Author ?', 'It is a war story written by Laura Hillenbrand and released as a movie in 2010 .']"
